(1)_X,0 --> 3
(5606)SPMM,245,13,0 --> 2
(5607)SPMM,245,16,0 --> 2
(5608)SPMM,245,17,0 --> 2
(5609)SPMM,245,21,0 --> 2
(5610)SPMM,245,22,0 --> 2
(5611)SPMM,245,23,0 --> 2
(5612)SPMM,245,24,0 --> 2
(5613)SPMM,245,29,0 --> 2
(5614)SPMM,245,30,0 --> 2
(5615)SPMM,245,31,0 --> 2
(5616)SPMM,245,34,0 --> 2
(5617)SPMM,245,37,0 --> 2
(5618)SPMM,245,38,0 --> 2
(5619)SPMM,245,42,0 --> 2
(5620)SPMM,245,43,0 --> 2
(5621)SPMM,245,44,0 --> 2
(5622)SPMM,245,45,0 --> 2
(5623)SPMM,245,50,0 --> 2
(5624)SPMM,245,55,0 --> 2
(5625)SPMM,245,66,0 --> 2
(5626)SPMM,245,67,0 --> 2
(5627)SPMM,245,68,0 --> 2
(5628)SPMM,245,70,0 --> 2
(5629)SPMM,245,79,0 --> 2
(5630)SPMM,245,80,0 --> 2
(5631)SPMM,245,81,0 --> 2
(5632)SPMM,245,86,0 --> 2
(5633)SPMM,245,87,0 --> 2
(5634)SPMM,245,88,0 --> 2
(5635)SPMM,245,89,0 --> 2
(5636)SPMM,245,94,0 --> 2
(5637)SPMM,245,95,0 --> 2
(5638)SPMM,225,123,0 --> 2
(5639)SPMM,232,123,0 --> 2
(5640)SPMM,233,123,0 --> 2
(5641)SPMM,234,123,0 --> 2
(5642)SPMM,234,125,0 --> 2
(5643)SPMM,235,125,0 --> 2
(5644)SPMM,235,126,0 --> 2
(5645)SPMM,236,125,0 --> 2
(5646)SPMM,237,125,0 --> 2
(5647)SPMM,237,126,0 --> 2
(5648)SPMM,238,125,0 --> 2
(5649)SPMM,241,125,0 --> 2
(5650)SPMM,242,125,0 --> 2
(5651)SPMM,243,123,0 --> 2
(5652)SPMM,245,96,0 --> 2
(5653)SPMM,245,97,0 --> 2
(5654)SPMM,245,103,0 --> 2
(5655)SPMM,245,104,0 --> 2
(5656)SPMM,245,105,0 --> 2
(5657)SPMM,245,106,0 --> 2
(5658)SPMM,245,107,0 --> 2
(5659)SPMM,245,108,0 --> 2
(5660)SPMM,245,112,0 --> 2
(5661)SPMM,245,113,0 --> 2
(5662)SPMM,245,115,0 --> 2
(5663)SPMM,245,122,0 --> 2
(5664)SPMM,245,123,0 --> 2
(5665)SPMM,245,124,0 --> 2
(5666)SPMM,245,125,0 --> 2
(5667)SPMM,245,126,0 --> 2
(5668)SPMM,245,127,0 --> 2
(5669)SPMM,224,130,0 --> 2
(5670)SPMM,224,131,0 --> 2
(5671)SPMM,224,133,0 --> 2
(5672)SPMM,224,134,0 --> 2
(5673)SPMM,224,135,0 --> 2
(5674)SPMM,224,136,0 --> 2
(5675)SPMM,224,137,0 --> 2
(5676)SPMM,225,129,0 --> 2
(5677)SPMM,225,130,0 --> 2
(5678)SPMM,225,131,0 --> 2
(5679)SPMM,225,132,0 --> 2
(5680)SPMM,225,133,0 --> 2
(5681)SPMM,225,134,0 --> 2
(5682)SPMM,225,135,0 --> 2
(5683)SPMM,225,136,0 --> 2
(5684)SPMM,225,137,0 --> 2
(5685)SPMM,225,138,0 --> 2
(5686)SPMM,225,143,0 --> 2
(5687)SPMM,226,129,0 --> 2
(5688)SPMM,226,130,0 --> 2
(5689)SPMM,226,132,0 --> 2
(5690)SPMM,226,133,0 --> 2
(5691)SPMM,226,134,0 --> 2
(5692)SPMM,226,135,0 --> 2
(5693)SPMM,226,136,0 --> 2
(5694)SPMM,226,137,0 --> 2
(5695)SPMM,226,138,0 --> 2
(5696)SPMM,227,130,0 --> 2
(5697)SPMM,227,132,0 --> 2
(5698)SPMM,227,133,0 --> 2
(5699)SPMM,227,134,0 --> 2
(5700)SPMM,227,135,0 --> 2
(5701)SPMM,227,136,0 --> 2
(5702)SPMM,227,137,0 --> 2
(5703)SPMM,227,138,0 --> 2
(5704)SPMM,228,129,0 --> 2
(5705)SPMM,228,135,0 --> 2
(5706)SPMM,228,136,0 --> 2
(5707)SPMM,228,137,0 --> 2
(5708)SPMM,228,138,0 --> 2
(5709)SPMM,229,132,0 --> 2
(5710)SPMM,229,133,0 --> 2
(5711)SPMM,229,134,0 --> 2
(5712)SPMM,229,135,0 --> 2
(5713)SPMM,229,136,0 --> 2
(5714)SPMM,229,137,0 --> 2
(5715)SPMM,229,138,0 --> 2
(5716)SPMM,230,134,0 --> 2
(5717)SPMM,230,135,0 --> 2
(5718)SPMM,230,136,0 --> 2
(5719)SPMM,230,137,0 --> 2
(5720)SPMM,231,134,0 --> 2
(5721)SPMM,231,135,0 --> 2
(5722)SPMM,231,136,0 --> 2
(5723)SPMM,231,137,0 --> 2
(5724)SPMM,231,138,0 --> 2
(5725)SPMM,232,129,0 --> 2
(5726)SPMM,232,134,0 --> 2
(5727)SPMM,232,135,0 --> 2
(5728)SPMM,232,136,0 --> 2
(5729)SPMM,232,137,0 --> 2
(5730)SPMM,232,138,0 --> 2
(5731)SPMM,232,143,0 --> 2
(5732)SPMM,233,129,0 --> 2
(5733)SPMM,233,134,0 --> 2
(5734)SPMM,233,135,0 --> 2
(5735)SPMM,233,136,0 --> 2
(5736)SPMM,233,137,0 --> 2
(5737)SPMM,233,138,0 --> 2
(5738)SPMM,233,143,0 --> 2
(5739)SPMM,234,129,0 --> 2
(5740)SPMM,234,134,0 --> 2
(5741)SPMM,234,135,0 --> 2
(5742)SPMM,234,136,0 --> 2
(5743)SPMM,234,137,0 --> 2
(5744)SPMM,234,138,0 --> 2
(5745)SPMM,234,143,0 --> 2
(5746)SPMM,234,159,0 --> 2
(5747)SPMM,235,129,0 --> 2
(5748)SPMM,235,130,0 --> 2
(5749)SPMM,235,131,0 --> 2
(5750)SPMM,235,133,0 --> 2
(5751)SPMM,235,134,0 --> 2
(5752)SPMM,235,135,0 --> 2
(5753)SPMM,235,136,0 --> 2
(5754)SPMM,235,137,0 --> 2
(5755)SPMM,235,138,0 --> 2
(5756)SPMM,235,159,0 --> 2
(5757)SPMM,236,129,0 --> 2
(5758)SPMM,236,130,0 --> 2
(5759)SPMM,236,131,0 --> 2
(5760)SPMM,236,134,0 --> 2
(5761)SPMM,236,135,0 --> 2
(5762)SPMM,236,136,0 --> 2
(5763)SPMM,236,137,0 --> 2
(5764)SPMM,236,138,0 --> 2
(5765)SPMM,236,159,0 --> 2
(5766)SPMM,237,129,0 --> 2
(5767)SPMM,237,130,0 --> 2
(5768)SPMM,237,131,0 --> 2
(5769)SPMM,237,134,0 --> 2
(5770)SPMM,237,135,0 --> 2
(5771)SPMM,237,136,0 --> 2
(5772)SPMM,237,137,0 --> 2
(5773)SPMM,237,138,0 --> 2
(5774)SPMM,237,159,0 --> 2
(5775)SPMM,238,129,0 --> 2
(5776)SPMM,238,130,0 --> 2
(5777)SPMM,238,131,0 --> 2
(5778)SPMM,238,133,0 --> 2
(5779)SPMM,238,134,0 --> 2
(5780)SPMM,238,135,0 --> 2
(5781)SPMM,238,136,0 --> 2
(5782)SPMM,238,137,0 --> 2
(5783)SPMM,238,138,0 --> 2
(5784)SPMM,238,159,0 --> 2
(5785)SPMM,239,131,0 --> 2
(5786)SPMM,239,133,0 --> 2
(5787)SPMM,239,134,0 --> 2
(5788)SPMM,239,135,0 --> 2
(5789)SPMM,239,136,0 --> 2
(5790)SPMM,239,137,0 --> 2
(5791)SPMM,240,134,0 --> 2
(5792)SPMM,240,135,0 --> 2
(5793)SPMM,240,136,0 --> 2
(5794)SPMM,240,137,0 --> 2
(5795)SPMM,241,129,0 --> 2
(5796)SPMM,241,134,0 --> 2
(5797)SPMM,241,135,0 --> 2
(5798)SPMM,241,136,0 --> 2
(5799)SPMM,241,137,0 --> 2
(5800)SPMM,241,159,0 --> 2
(5801)SPMM,242,128,0 --> 2
(5802)SPMM,242,129,0 --> 2
(5803)SPMM,242,133,0 --> 2
(5804)SPMM,242,134,0 --> 2
(5805)SPMM,242,135,0 --> 2
(5806)SPMM,242,136,0 --> 2
(5807)SPMM,242,137,0 --> 2
(5808)SPMM,242,138,0 --> 2
(5809)SPMM,242,159,0 --> 2
(5810)SPMM,243,128,0 --> 2
(5811)SPMM,243,129,0 --> 2
(5812)SPMM,243,130,0 --> 2
(5813)SPMM,243,131,0 --> 2
(5814)SPMM,243,132,0 --> 2
(5815)SPMM,243,134,0 --> 2
(5816)SPMM,243,135,0 --> 2
(5817)SPMM,243,136,0 --> 2
(5818)SPMM,243,137,0 --> 2
(5819)SPMM,243,138,0 --> 2
(5820)SPMM,243,143,0 --> 2
(5821)SPMM,244,129,0 --> 2
(5822)SPMM,244,130,0 --> 2
(5823)SPMM,244,131,0 --> 2
(5824)SPMM,244,133,0 --> 2
(5825)SPMM,244,134,0 --> 2
(5826)SPMM,244,135,0 --> 2
(5827)SPMM,244,136,0 --> 2
(5828)SPMM,244,137,0 --> 2
(5829)SPMM,244,138,0 --> 2
(5830)SPMM,245,128,0 --> 2
(5831)SPMM,245,129,0 --> 2
(5832)SPMM,245,131,0 --> 2
(5833)SPMM,245,132,0 --> 2
(5834)SPMM,245,133,0 --> 2
(5835)SPMM,245,134,0 --> 2
(5836)SPMM,245,135,0 --> 2
(5837)SPMM,245,136,0 --> 2
(5838)SPMM,245,137,0 --> 2
(5839)SPMM,245,138,0 --> 2
(5840)SPMM,245,139,0 --> 2
(5841)SPMM,245,140,0 --> 2
(5842)SPMM,245,144,0 --> 2
(5843)SPMM,245,145,0 --> 2
(5844)SPMM,245,146,0 --> 2
(5845)SPMM,245,151,0 --> 2
(5846)SPMM,245,152,0 --> 2
(5847)SPMM,245,154,0 --> 2
(5848)SPMM,245,157,0 --> 2
(5849)SPMM,225,183,0 --> 2
(5850)SPMM,226,183,0 --> 2
(5851)SPMM,228,183,0 --> 2
(5852)SPMM,232,183,0 --> 2
(5853)SPMM,233,183,0 --> 2
(5854)SPMM,234,183,0 --> 2
(5855)SPMM,235,160,0 --> 2
(5856)SPMM,235,183,0 --> 2
(5857)SPMM,236,183,0 --> 2
(5858)SPMM,237,160,0 --> 2
(5859)SPMM,237,183,0 --> 2
(5860)SPMM,238,183,0 --> 2
(5861)SPMM,241,183,0 --> 2
(5862)SPMM,242,175,0 --> 2
(5863)SPMM,242,178,0 --> 2
(5864)SPMM,242,181,0 --> 2
(5865)SPMM,242,183,0 --> 2
(5866)SPMM,243,175,0 --> 2
(5867)SPMM,243,178,0 --> 2
(5868)SPMM,243,181,0 --> 2
(5869)SPMM,243,183,0 --> 2
(5870)SPMM,245,160,0 --> 2
(5871)SPMM,245,164,0 --> 2
(5872)SPMM,245,165,0 --> 2
(5873)SPMM,245,166,0 --> 2
(5874)SPMM,245,167,0 --> 2
(5875)SPMM,245,173,0 --> 2
(5876)SPMM,245,175,0 --> 2
(5877)SPMM,245,178,0 --> 2
(5878)SPMM,245,188,0 --> 2
(5879)SPMM,245,189,0 --> 2
(5880)SPMM,245,190,0 --> 2
(5881)SPMM,224,194,0 --> 2
(5882)SPMM,224,196,0 --> 2
(5883)SPMM,224,199,0 --> 2
(5884)SPMM,224,200,0 --> 2
(5885)SPMM,224,202,0 --> 2
(5886)SPMM,224,215,0 --> 2
(5887)SPMM,224,216,0 --> 2
(5888)SPMM,224,217,0 --> 2
(5889)SPMM,224,218,0 --> 2
(5890)SPMM,224,220,0 --> 2
(5891)SPMM,224,221,0 --> 2
(5892)SPMM,224,223,0 --> 2
(5893)SPMM,225,194,0 --> 2
(5894)SPMM,225,196,0 --> 2
(5895)SPMM,225,199,0 --> 2
(5896)SPMM,225,200,0 --> 2
(5897)SPMM,225,210,0 --> 2
(5898)SPMM,225,215,0 --> 2
(5899)SPMM,225,216,0 --> 2
(5900)SPMM,225,217,0 --> 2
(5901)SPMM,225,218,0 --> 2
(5902)SPMM,225,219,0 --> 2
(5903)SPMM,225,220,0 --> 2
(5904)SPMM,225,221,0 --> 2
(5905)SPMM,225,222,0 --> 2
(5906)SPMM,225,223,0 --> 2
(5907)SPMM,226,194,0 --> 2
(5908)SPMM,226,196,0 --> 2
(5909)SPMM,226,210,0 --> 2
(5910)SPMM,226,215,0 --> 2
(5911)SPMM,226,216,0 --> 2
(5912)SPMM,226,217,0 --> 2
(5913)SPMM,226,218,0 --> 2
(5914)SPMM,226,219,0 --> 2
(5915)SPMM,226,220,0 --> 2
(5916)SPMM,226,221,0 --> 2
(5917)SPMM,226,222,0 --> 2
(5918)SPMM,227,194,0 --> 2
(5919)SPMM,227,210,0 --> 2
(5920)SPMM,227,215,0 --> 2
(5921)SPMM,227,216,0 --> 2
(5922)SPMM,227,217,0 --> 2
(5923)SPMM,227,218,0 --> 2
(5924)SPMM,227,221,0 --> 2
(5925)SPMM,227,222,0 --> 2
(5926)SPMM,228,217,0 --> 2
(5927)SPMM,228,218,0 --> 2
(5928)SPMM,229,210,0 --> 2
(5929)SPMM,229,215,0 --> 2
(5930)SPMM,229,216,0 --> 2
(5931)SPMM,229,217,0 --> 2
(5932)SPMM,229,218,0 --> 2
(5933)SPMM,229,220,0 --> 2
(5934)SPMM,229,221,0 --> 2
(5935)SPMM,229,222,0 --> 2
(5936)SPMM,229,223,0 --> 2
(5937)SPMM,230,217,0 --> 2
(5938)SPMM,230,218,0 --> 2
(5939)SPMM,230,219,0 --> 2
(5940)SPMM,230,221,0 --> 2
(5941)SPMM,230,222,0 --> 2
(5942)SPMM,231,217,0 --> 2
(5943)SPMM,231,218,0 --> 2
(5944)SPMM,231,219,0 --> 2
(5945)SPMM,231,220,0 --> 2
(5946)SPMM,231,222,0 --> 2
(5947)SPMM,232,217,0 --> 2
(5948)SPMM,232,218,0 --> 2
(5949)SPMM,232,219,0 --> 2
(5950)SPMM,232,220,0 --> 2
(5951)SPMM,232,222,0 --> 2
(5952)SPMM,233,217,0 --> 2
(5953)SPMM,233,218,0 --> 2
(5954)SPMM,233,220,0 --> 2
(5955)SPMM,234,217,0 --> 2
(5956)SPMM,234,218,0 --> 2
(5957)SPMM,234,220,0 --> 2
(5958)SPMM,235,194,0 --> 2
(5959)SPMM,235,202,0 --> 2
(5960)SPMM,235,215,0 --> 2
(5961)SPMM,235,216,0 --> 2
(5962)SPMM,235,217,0 --> 2
(5963)SPMM,235,218,0 --> 2
(5964)SPMM,235,219,0 --> 2
(5965)SPMM,235,220,0 --> 2
(5966)SPMM,235,221,0 --> 2
(5967)SPMM,235,222,0 --> 2
(5968)SPMM,235,223,0 --> 2
(5969)SPMM,236,194,0 --> 2
(5970)SPMM,236,202,0 --> 2
(5971)SPMM,236,217,0 --> 2
(5972)SPMM,236,218,0 --> 2
(5973)SPMM,236,220,0 --> 2
(5974)SPMM,237,194,0 --> 2
(5975)SPMM,237,217,0 --> 2
(5976)SPMM,237,218,0 --> 2
(5977)SPMM,237,220,0 --> 2
(5978)SPMM,237,221,0 --> 2
(5979)SPMM,237,222,0 --> 2
(5980)SPMM,238,194,0 --> 2
(5981)SPMM,238,202,0 --> 2
(5982)SPMM,238,215,0 --> 2
(5983)SPMM,238,216,0 --> 2
(5984)SPMM,238,217,0 --> 2
(5985)SPMM,238,218,0 --> 2
(5986)SPMM,238,219,0 --> 2
(5987)SPMM,238,220,0 --> 2
(5988)SPMM,238,221,0 --> 2
(5989)SPMM,238,222,0 --> 2
(5990)SPMM,238,223,0 --> 2
(5991)SPMM,239,202,0 --> 2
(5992)SPMM,239,215,0 --> 2
(5993)SPMM,239,216,0 --> 2
(5994)SPMM,239,217,0 --> 2
(5995)SPMM,239,218,0 --> 2
(5996)SPMM,239,221,0 --> 2
(5997)SPMM,239,222,0 --> 2
(5998)SPMM,239,223,0 --> 2
(5999)SPMM,240,217,0 --> 2
(6000)SPMM,240,218,0 --> 2
(6001)SPMM,240,221,0 --> 2
(6002)SPMM,240,222,0 --> 2
(6003)SPMM,240,223,0 --> 2
(6004)SPMM,241,217,0 --> 2
(6005)SPMM,241,218,0 --> 2
(6006)SPMM,241,219,0 --> 2
(6007)SPMM,241,220,0 --> 2
(6008)SPMM,241,222,0 --> 2
(6009)SPMM,241,223,0 --> 2
(6010)SPMM,242,217,0 --> 2
(6011)SPMM,242,218,0 --> 2
(6012)SPMM,242,219,0 --> 2
(6013)SPMM,243,194,0 --> 2
(6014)SPMM,243,210,0 --> 2
(6015)SPMM,243,217,0 --> 2
(6016)SPMM,243,218,0 --> 2
(6017)SPMM,243,219,0 --> 2
(6018)SPMM,243,220,0 --> 2
(6019)SPMM,244,194,0 --> 2
(6020)SPMM,244,202,0 --> 2
(6021)SPMM,244,215,0 --> 2
(6022)SPMM,244,216,0 --> 2
(6023)SPMM,244,217,0 --> 2
(6024)SPMM,244,218,0 --> 2
(6025)SPMM,244,219,0 --> 2
(6026)SPMM,244,220,0 --> 2
(6027)SPMM,244,221,0 --> 2
(6028)SPMM,244,222,0 --> 2
(6029)SPMM,244,223,0 --> 2
(6030)SPMM,245,192,0 --> 2
(6031)SPMM,245,193,0 --> 2
(6032)SPMM,245,202,0 --> 2
(6033)SPMM,245,203,0 --> 2
(6034)SPMM,245,208,0 --> 2
(6035)SPMM,245,209,0 --> 2
(6036)SPMM,245,210,0 --> 2
(6037)SPMM,245,211,0 --> 2
(6038)SPMM,245,212,0 --> 2
(6039)SPMM,245,216,0 --> 2
(6040)SPMM,245,217,0 --> 2
(6041)SPMM,245,218,0 --> 2
(6042)SPMM,245,219,0 --> 2
(6043)SPMM,245,220,0 --> 2
(6044)SPMM,245,221,0 --> 2
(6045)SPMM,245,222,0 --> 2
(6046)SPMM,245,223,0 --> 2
(6047)SPMM,224,224,0 --> 2
(6048)SPMM,225,224,0 --> 2
(6049)SPMM,225,225,0 --> 2
(6050)SPMM,226,225,0 --> 2
(6051)SPMM,226,226,0 --> 2
(6052)SPMM,227,226,0 --> 2
(6053)SPMM,227,227,0 --> 2
(6054)SPMM,228,226,0 --> 2
(6055)SPMM,228,227,0 --> 2
(6056)SPMM,228,228,0 --> 2
(6057)SPMM,229,225,0 --> 2
(6058)SPMM,229,226,0 --> 2
(6059)SPMM,229,228,0 --> 2
(6060)SPMM,229,229,0 --> 2
(6061)SPMM,230,225,0 --> 2
(6062)SPMM,230,226,0 --> 2
(6063)SPMM,230,229,0 --> 2
(6064)SPMM,230,230,0 --> 2
(6065)SPMM,231,225,0 --> 2
(6066)SPMM,231,226,0 --> 2
(6067)SPMM,231,229,0 --> 2
(6068)SPMM,231,230,0 --> 2
(6069)SPMM,231,231,0 --> 2
(6070)SPMM,232,225,0 --> 2
(6071)SPMM,232,226,0 --> 2
(6072)SPMM,232,229,0 --> 2
(6073)SPMM,232,231,0 --> 2
(6074)SPMM,232,232,0 --> 2
(6075)SPMM,233,225,0 --> 2
(6076)SPMM,233,226,0 --> 2
(6077)SPMM,233,231,0 --> 2
(6078)SPMM,233,232,0 --> 2
(6079)SPMM,233,233,0 --> 2
(6080)SPMM,234,225,0 --> 2
(6081)SPMM,234,226,0 --> 2
(6082)SPMM,234,231,0 --> 2
(6083)SPMM,234,232,0 --> 2
(6084)SPMM,234,233,0 --> 2
(6085)SPMM,234,234,0 --> 2
(6086)SPMM,235,224,0 --> 2
(6087)SPMM,235,225,0 --> 2
(6088)SPMM,235,229,0 --> 2
(6089)SPMM,235,230,0 --> 2
(6090)SPMM,235,231,0 --> 2
(6091)SPMM,235,232,0 --> 2
(6092)SPMM,235,233,0 --> 2
(6093)SPMM,235,234,0 --> 2
(6094)SPMM,235,235,0 --> 2
(6095)SPMM,236,226,0 --> 2
(6096)SPMM,236,227,0 --> 2
(6097)SPMM,236,228,0 --> 2
(6098)SPMM,236,229,0 --> 2
(6099)SPMM,236,231,0 --> 2
(6100)SPMM,236,232,0 --> 2
(6101)SPMM,236,234,0 --> 2
(6102)SPMM,236,235,0 --> 2
(6103)SPMM,236,236,0 --> 2
(6104)SPMM,237,227,0 --> 2
(6105)SPMM,237,228,0 --> 2
(6106)SPMM,237,229,0 --> 2
(6107)SPMM,237,233,0 --> 2
(6108)SPMM,237,234,0 --> 2
(6109)SPMM,237,235,0 --> 2
(6110)SPMM,237,236,0 --> 2
(6111)SPMM,237,237,0 --> 2
(6112)SPMM,238,225,0 --> 2
(6113)SPMM,238,226,0 --> 2
(6114)SPMM,238,227,0 --> 2
(6115)SPMM,238,228,0 --> 2
(6116)SPMM,238,229,0 --> 2
(6117)SPMM,238,230,0 --> 2
(6118)SPMM,238,231,0 --> 2
(6119)SPMM,238,232,0 --> 2
(6120)SPMM,238,233,0 --> 2
(6121)SPMM,238,234,0 --> 2
(6122)SPMM,238,235,0 --> 2
(6123)SPMM,238,236,0 --> 2
(6124)SPMM,238,237,0 --> 2
(6125)SPMM,238,238,0 --> 2
(6126)SPMM,239,224,0 --> 2
(6127)SPMM,239,225,0 --> 2
(6128)SPMM,239,226,0 --> 2
(6129)SPMM,239,227,0 --> 2
(6130)SPMM,239,229,0 --> 2
(6131)SPMM,239,230,0 --> 2
(6132)SPMM,239,235,0 --> 2
(6133)SPMM,239,238,0 --> 2
(6134)SPMM,239,239,0 --> 2
(6135)SPMM,240,226,0 --> 2
(6136)SPMM,240,227,0 --> 2
(6137)SPMM,240,229,0 --> 2
(6138)SPMM,240,230,0 --> 2
(6139)SPMM,240,231,0 --> 2
(6140)SPMM,240,232,0 --> 2
(6141)SPMM,240,235,0 --> 2
(6142)SPMM,240,236,0 --> 2
(6143)SPMM,240,238,0 --> 2
(6144)SPMM,240,239,0 --> 2
(6145)SPMM,240,240,0 --> 2
(6146)SPMM,241,225,0 --> 2
(6147)SPMM,241,229,0 --> 2
(6148)SPMM,241,231,0 --> 2
(6149)SPMM,241,232,0 --> 2
(6150)SPMM,241,233,0 --> 2
(6151)SPMM,241,234,0 --> 2
(6152)SPMM,241,235,0 --> 2
(6153)SPMM,241,236,0 --> 2
(6154)SPMM,241,238,0 --> 2
(6155)SPMM,241,240,0 --> 2
(6156)SPMM,241,241,0 --> 2
(6157)SPMM,242,225,0 --> 2
(6158)SPMM,242,232,0 --> 2
(6159)SPMM,242,233,0 --> 2
(6160)SPMM,242,234,0 --> 2
(6161)SPMM,242,235,0 --> 2
(6162)SPMM,242,236,0 --> 2
(6163)SPMM,242,241,0 --> 2
(6164)SPMM,242,242,0 --> 2
(6165)SPMM,243,225,0 --> 2
(6166)SPMM,243,226,0 --> 2
(6167)SPMM,243,227,0 --> 2
(6168)SPMM,243,228,0 --> 2
(6169)SPMM,243,229,0 --> 2
(6170)SPMM,243,231,0 --> 2
(6171)SPMM,243,232,0 --> 2
(6172)SPMM,243,233,0 --> 2
(6173)SPMM,243,234,0 --> 2
(6174)SPMM,243,235,0 --> 2
(6175)SPMM,243,236,0 --> 2
(6176)SPMM,243,237,0 --> 2
(6177)SPMM,243,238,0 --> 2
(6178)SPMM,243,242,0 --> 2
(6179)SPMM,243,243,0 --> 2
(6180)SPMM,244,224,0 --> 2
(6181)SPMM,244,225,0 --> 2
(6182)SPMM,244,226,0 --> 2
(6183)SPMM,244,227,0 --> 2
(6184)SPMM,244,228,0 --> 2
(6185)SPMM,244,229,0 --> 2
(6186)SPMM,244,230,0 --> 2
(6187)SPMM,244,231,0 --> 2
(6188)SPMM,244,232,0 --> 2
(6189)SPMM,244,233,0 --> 2
(6190)SPMM,244,234,0 --> 2
(6191)SPMM,244,235,0 --> 2
(6192)SPMM,244,236,0 --> 2
(6193)SPMM,244,237,0 --> 2
(6194)SPMM,244,238,0 --> 2
(6195)SPMM,244,239,0 --> 2
(6196)SPMM,244,240,0 --> 2
(6197)SPMM,244,241,0 --> 2
(6198)SPMM,244,242,0 --> 2
(6199)SPMM,244,243,0 --> 2
(6200)SPMM,244,244,0 --> 2
(6201)SPMM,245,224,0 --> 2
(6202)SPMM,245,225,0 --> 2
(6203)SPMM,245,226,0 --> 2
(6204)SPMM,245,227,0 --> 2
(6205)SPMM,245,228,0 --> 2
(6206)SPMM,245,229,0 --> 2
(6207)SPMM,245,230,0 --> 2
(6208)SPMM,245,231,0 --> 2
(6209)SPMM,245,232,0 --> 2
(6210)SPMM,245,233,0 --> 2
(6211)SPMM,245,234,0 --> 2
(6212)SPMM,245,235,0 --> 2
(6213)SPMM,245,236,0 --> 2
(6214)SPMM,245,237,0 --> 2
(6215)SPMM,245,238,0 --> 2
(6216)SPMM,245,239,0 --> 2
(6217)SPMM,245,240,0 --> 2
(6218)SPMM,245,241,0 --> 2
(6219)SPMM,245,242,0 --> 2
(6220)SPMM,245,243,0 --> 2
(6221)SPMM,245,244,0 --> 2
(6222)SPMM,245,245,0 --> 2
(6223)RED,XAXBUF,0 --> 1
(6224)XTY,0,0,21 --> 1
(6225)XTY,1,1,21 --> 1
(6226)XTY,2,2,21 --> 1
(6227)XTY,3,3,21 --> 1
(6228)XTY,4,4,21 --> 1
(6229)XTY,5,5,21 --> 1
(6230)XTY,6,6,21 --> 1
(6231)XTY,7,7,21 --> 1
(6232)XTY,8,8,21 --> 1
(6233)XTY,9,9,21 --> 1
(6234)XTY,10,10,21 --> 1
(6235)XTY,11,11,21 --> 1
(6236)XTY,12,12,21 --> 1
(6237)XTY,13,13,21 --> 1
(6238)XTY,14,14,21 --> 1
(6239)XTY,15,15,21 --> 1
(6240)XTY,16,0,21 --> 1
(6241)XTY,17,1,21 --> 1
(6242)XTY,18,2,21 --> 1
(6243)XTY,19,3,21 --> 1
(6244)XTY,20,4,21 --> 1
(6245)XTY,21,5,21 --> 1
(6246)XTY,22,6,21 --> 1
(6247)XTY,23,7,21 --> 1
(6248)XTY,24,8,21 --> 1
(6249)XTY,25,9,21 --> 1
(6250)XTY,26,10,21 --> 1
(6251)XTY,27,11,21 --> 1
(6252)XTY,28,12,21 --> 1
(6253)XTY,29,13,21 --> 1
(6254)XTY,30,14,21 --> 1
(6255)XTY,31,15,21 --> 1
(6256)XTY,32,0,21 --> 1
(6257)XTY,33,1,21 --> 1
(6258)XTY,34,2,21 --> 1
(6259)XTY,35,3,21 --> 1
(6260)XTY,36,4,21 --> 1
(6261)XTY,37,5,21 --> 1
(6262)XTY,38,6,21 --> 1
(6263)XTY,39,7,21 --> 1
(6264)XTY,40,8,21 --> 1
(6265)XTY,41,9,21 --> 1
(6266)XTY,42,10,21 --> 1
(6267)XTY,43,11,21 --> 1
(6268)XTY,44,12,21 --> 1
(6269)XTY,45,13,21 --> 1
(6270)XTY,46,14,21 --> 1
(6271)XTY,47,15,21 --> 1
(6272)XTY,48,0,21 --> 1
(6273)XTY,49,1,21 --> 1
(6274)XTY,50,2,21 --> 1
(6275)XTY,51,3,21 --> 1
(6276)XTY,52,4,21 --> 1
(6277)XTY,53,5,21 --> 1
(6278)XTY,54,6,21 --> 1
(6279)XTY,55,7,21 --> 1
(6280)XTY,56,8,21 --> 1
(6281)XTY,57,9,21 --> 1
(6282)XTY,58,10,21 --> 1
(6283)XTY,59,11,21 --> 1
(6284)XTY,60,12,21 --> 1
(6285)XTY,61,13,21 --> 1
(6286)XTY,62,14,21 --> 1
(6287)XTY,63,15,21 --> 1
(6288)XTY,64,0,21 --> 1
(6289)XTY,65,1,21 --> 1
(6290)XTY,66,2,21 --> 1
(6291)XTY,67,3,21 --> 1
(6292)XTY,68,4,21 --> 1
(6293)XTY,69,5,21 --> 1
(6294)XTY,70,6,21 --> 1
(6295)XTY,71,7,21 --> 1
(6296)XTY,72,8,21 --> 1
(6297)XTY,73,9,21 --> 1
(6298)XTY,74,10,21 --> 1
(6299)XTY,75,11,21 --> 1
(6300)XTY,76,12,21 --> 1
(6301)XTY,77,13,21 --> 1
(6302)XTY,78,14,21 --> 1
(6303)XTY,79,15,21 --> 1
(6304)XTY,80,0,21 --> 1
(6305)XTY,81,1,21 --> 1
(6306)XTY,82,2,21 --> 1
(6307)XTY,83,3,21 --> 1
(6308)XTY,84,4,21 --> 1
